species,year,was.changed,plotNums,date,new.genus,new.epithet,notes
Grass,1979,tbd,em-1,43,,,
"grass, middle of plot, tight heads, medium-length awns",1997,tbd,wm-5,63,,
"grass, NW corner, like a big, spreading Poa, big flowers (same as in WM4)",1997,tbd,wm-5,63,,
Melica spectabilis,1997,tbd,wm-5,128,,
Poa sp.,1997,yes,wm-5,128,Poa,pratensis
Melica spectabilis,1998,tbd,wm-5,142,,
Poa sp.,1998,yes,wm-5,142,Poa,pratensis
Trisetum spicatum,1998,yes,wm-5,71,,
Melica spectabilis,1999,tbd,wm-5,116,,
Poa sp.,1999,yes,wm-5,174,Poa,pratensis
Trisetum spicatum,1999,yes,wm-5,58,,
Melica spectabilis,2000,tbd,wm-5,100,,
Poa sp.,2000,yes,wm-5,150,Poa,pratensis
Trisetum spicatum,2000,no,wm-5,50,,
Melica spectabilis,2001,tbd,wm-5,69,,
Poa sp.,2001,yes,wm-5,138,Poa,pratensis
Trisetum spicatum,2001,no,wm-5,69,,
Melica spectabilis,2002,tbd,wm-5,74,,
Poa sp.,2002,yes,wm-5,148,Poa,pratensis
Festuca thurberi,2003,no,wm-5,62,,
Melica spectabilis,2003,tbd,wm-5,124,,
Poa sp.,2003,yes,wm-5,186,Poa,pratensis
Stipa lettermanii,2003,yes,wm-5,62,,
Trisetum spicatum,2003,yes,wm-5,62,,
Festuca thurberi,2004,no,wm-5,61,,
Melica spectabilis,2004,tbd,wm-5,120,,
Poa sp.,2004,yes,wm-5,181,Poa,pratensis
Stipa lettermanii,2004,yes,wm-5,59,,
Trisetum spicatum,2004,yes,wm-5,61,,
Festuca thurberi,2005,no,wm-5,65,,
Melica spectabilis,2005,tbd,wm-5,130,,
Poa sp.,2005,yes,wm-5,195,Poa,pratensis
Stipa lettermanii,2005,yes,wm-5,65,,
Trisetum spicatum,2005,yes,wm-5,65,,
Festuca thurberi,2006,no,wm-5,67,,
Poa sp.,2006,yes,wm-5,201,Poa,pratensis
Stipa lettermanii,2006,yes,wm-5,67,,
Trisetum spicatum,2006,no,wm-5,67,,
Festuca thurberi,2007,no,wm-5,66,,
Melica spectabilis,2007,tbd,wm-5,128,,
Poa sp.,2007,yes,wm-5,194,Poa,pratensis
Stipa lettermanii,2007,yes,wm-5,62,,
Trisetum spicatum,2007,yes,wm-5,66,,
Festuca thurberi,2008,no,wm-5,49,,
Poa sp.,2008,yes,wm-5,150,Poa,pratensis
Stipa lettermanii,2008,yes,wm-5,52,,
Trisetum spicatum,2008,yes,wm-5,49,,
Poa sp.,2009,yes,wm-5,114,Poa,pratensis
Stipa lettermanii,2009,yes,wm-5,57,,
Trisetum spicatum,2009,yes,wm-5,57,,
